學校代碼,學校名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別,lat,lng
1032,明新科技大學,D 日,B 四技,7072,4263,2809,840,545,795,581,1031,709,1293,859,0,0,0,0,0,0,304,115,04 新竹縣,2 技職,24.8641986,120.9906648
1032,明新科技大學,D 日,C 二技,60,33,27,0,0,0,0,23,16,10,11,0,0,0,0,0,0,0,0,04 新竹縣,2 技職,24.8641986,120.9906648
1032,明新科技大學,D 日,2 二專,21,21,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,04 新竹縣,2 技職,24.8641986,120.9906648
1032,明新科技大學,N 職,M 碩士,280,195,85,86,56,54,13,25,8,14,5,10,3,6,0,0,0,0,0,04 新竹縣,2 技職,24.8641986,120.9906648
1032,明新科技大學,N 修,B 四技,2798,1768,1030,417,227,390,229,382,243,417,259,0,0,0,0,0,0,162,72,04 新竹縣,2 技職,24.8641986,120.9906648
1053,元培醫事科技大學,N 修,C 二技,449,81,368,0,0,0,0,29,140,41,184,0,0,0,0,0,0,11,44,18 新竹市,2 技職,24.776337,120.9428296
1032,明新科技大學,N 修,2 二專,223,138,85,62,45,67,35,0,0,0,0,0,0,0,0,0,0,9,5,04 新竹縣,2 技職,24.8641986,120.9906648
1033,長榮大學,D 日,D 博士,48,35,13,8,4,9,4,7,2,3,3,4,0,3,0,1,0,0,0,11 臺南市,1 一般,22.904739,120.275107
1033,長榮大學,D 日,M 碩士,268,96,172,43,54,28,43,11,35,12,24,2,16,0,0,0,0,0,0,11 臺南市,1 一般,22.904739,120.275107
1033,長榮大學,D 日,B 學士,7106,3203,3903,760,791,835,901,743,990,699,1115,0,0,0,0,0,0,166,106,11 臺南市,1 一般,22.904739,120.275107
1033,長榮大學,N 職,M 碩士,115,79,36,36,15,31,11,8,4,2,3,1,3,1,0,0,0,0,0,11 臺南市,1 一般,22.904739,120.275107
1033,長榮大學,P 進,B 學士,312,217,95,66,24,38,21,55,22,43,23,0,0,0,0,0,0,15,5,11 臺南市,1 一般,22.904739,120.275107
1034,弘光科技大學,D 日,D 博士,13,2,11,1,4,1,2,0,3,0,0,0,1,0,1,0,0,0,0,06 臺中市,2 技職,24.2172822,120.5807518
1034,弘光科技大學,D 日,M 碩士,197,58,139,24,52,26,49,3,21,5,17,0,0,0,0,0,0,0,0,06 臺中市,2 技職,24.2172822,120.5807518
1034,弘光科技大學,D 日,B 四技,7224,2614,4610,598,1140,634,1125,643,1143,589,1055,0,0,0,0,0,0,150,147,06 臺中市,2 技職,24.2172822,120.5807518
1034,弘光科技大學,D 日,C 二技,726,53,673,0,0,0,0,30,339,21,332,0,0,0,0,0,0,2,2,06 臺中市,2 技職,24.2172822,120.5807518
1034,弘光科技大學,D 日,5 五專,260,32,228,5,47,5,47,9,42,9,44,3,46,0,0,0,0,1,2,06 臺中市,2 技職,24.2172822,120.5807518
1034,弘光科技大學,N 職,M 碩士,107,24,83,12,28,8,24,1,14,1,9,1,5,1,3,0,0,0,0,06 臺中市,2 技職,24.2172822,120.5807518
1034,弘光科技大學,N 修,B 四技,3170,1490,1680,406,423,361,386,336,384,297,397,6,12,0,0,0,0,84,78,06 臺中市,2 技職,24.2172822,120.5807518
1034,弘光科技大學,N 修,C 二技,836,80,756,0,0,0,0,36,267,31,291,10,192,0,0,0,0,3,6,06 臺中市,2 技職,24.2172822,120.5807518
1034,弘光科技大學,N 修,2 二專,133,20,113,14,58,3,44,0,0,0,0,0,0,0,0,0,0,3,11,06 臺中市,2 技職,24.2172822,120.5807518
1035,中國醫藥大學,D 日,D 博士,407,242,165,61,41,52,32,40,31,32,20,24,15,20,16,13,10,0,0,19 臺中市,1 一般,24.1560757,120.6803671
1035,中國醫藥大學,D 日,M 碩士,496,184,312,91,161,69,114,17,25,7,12,0,0,0,0,0,0,0,0,19 臺中市,1 一般,24.1560757,120.6803671
1035,中國醫藥大學,D 日,B 學士,6254,2647,3607,534,791,512,789,487,746,509,721,310,300,180,134,62,60,53,66,19 臺中市,1 一般,24.1560757,120.6803671
1035,中國醫藥大學,N 職,M 碩士,86,17,69,5,27,7,28,4,12,1,1,0,1,0,0,0,0,0,0,19 臺中市,1 一般,24.1560757,120.6803671
1036,健行科技大學,D 日,M 碩士,290,186,104,77,54,53,28,37,11,14,9,4,2,0,0,1,0,0,0,03 桃園市,2 技職,24.9472212,121.2291186
1036,健行科技大學,D 日,B 四技,6565,4447,2118,982,491,896,475,1047,477,1202,565,0,0,0,0,0,0,320,110,03 桃園市,2 技職,24.9472212,121.2291186
1036,健行科技大學,D 日,C 二技,45,29,16,0,0,0,0,5,4,12,6,0,0,0,0,0,0,12,6,03 桃園市,2 技職,24.9472212,121.2291186
1036,健行科技大學,N 職,M 碩士,33,21,12,6,4,6,5,4,0,3,2,1,0,1,1,0,0,0,0,03 桃園市,2 技職,24.9472212,121.2291186
1036,健行科技大學,N 修,B 四技,3870,2417,1453,578,396,578,332,549,365,514,294,0,0,0,0,0,0,198,66,03 桃園市,2 技職,24.9472212,121.2291186
1036,健行科技大學,N 修,C 二技,364,177,187,0,0,0,0,103,92,71,94,0,0,0,0,0,0,3,1,03 桃園市,2 技職,24.9472212,121.2291186
1037,正修科技大學,D 日,D 博士,14,14,0,4,0,2,0,3,0,3,0,1,0,0,0,1,0,0,0,12 高雄市,2 技職,22.650984,120.3489274
1037,正修科技大學,D 日,M 碩士,327,189,138,92,67,75,46,18,19,4,6,0,0,0,0,0,0,0,0,12 高雄市,2 技職,22.650984,120.3489274
1037,正修科技大學,D 日,B 四技,8630,5499,3131,1494,774,1279,730,1274,762,1255,804,0,0,0,0,0,0,197,61,12 高雄市,2 技職,22.650984,120.3489274
1037,正修科技大學,D 日,C 二技,101,68,33,0,0,0,0,25,3,0,0,43,30,0,0,0,0,0,0,12 高雄市,2 技職,22.650984,120.3489274
1037,正修科技大學,D 日,5 五專,274,211,63,50,20,64,17,53,10,44,16,0,0,0,0,0,0,0,0,12 高雄市,2 技職,22.650984,120.3489274
1037,正修科技大學,N 職,M 碩士,202,140,62,89,37,38,21,10,4,3,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職,22.650984,120.3489274
1037,正修科技大學,N 修,B 四技,4799,3212,1587,695,341,714,357,801,376,720,414,0,0,0,0,0,0,282,99,12 高雄市,2 技職,22.650984,120.3489274
1037,正修科技大學,N 修,C 二技,2273,1124,1149,0,0,0,0,609,639,500,503,0,0,0,0,0,0,15,7,12 高雄市,2 技職,22.650984,120.3489274
1037,正修科技大學,N 修,2 二專,948,573,375,264,179,287,188,0,0,0,0,0,0,0,0,0,0,22,8,12 高雄市,2 技職,22.650984,120.3489274
1038,萬能科技大學,D 日,M 碩士,134,68,66,30,24,22,22,12,16,4,4,0,0,0,0,0,0,0,0,03 桃園市,2 技職,24.9902321,121.2321395
1038,萬能科技大學,D 日,B 四技,5793,3179,2614,716,588,704,605,757,665,787,630,0,0,0,0,0,0,215,126,03 桃園市,2 技職,24.9902321,121.2321395
1038,萬能科技大學,N 職,M 碩士,146,67,79,37,60,29,18,0,0,1,0,0,0,0,1,0,0,0,0,03 桃園市,2 技職,24.9902321,121.2321395
1038,萬能科技大學,N 修,B 四技,2474,1436,1038,416,258,294,244,316,228,337,267,0,0,0,0,0,0,73,41,03 桃園市,2 技職,24.9902321,121.2321395
1038,萬能科技大學,N 修,C 二技,434,219,215,0,0,0,0,110,114,94,93,0,0,0,0,0,0,15,8,03 桃園市,2 技職,24.9902321,121.2321395
1038,萬能科技大學,N 修,2 二專,32,1,31,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,5,03 桃園市,2 技職,24.9902321,121.2321395
1039,玄奘大學,D 日,D 博士,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18 新竹市,1 一般,24.7743891,120.9434509
1039,玄奘大學,D 日,M 碩士,246,89,157,28,45,23,44,14,37,19,30,4,1,1,0,0,0,0,0,18 新竹市,1 一般,24.7743891,120.9434509
50,國立臺中科技大學,N 修,2 二專,1196,456,740,222,361,188,324,0,0,0,0,0,0,0,0,0,0,46,55,19 臺中市,2 技職,24.1497433,120.6837712
1002,輔仁大學,N 修,C 二技,58,2,56,0,0,0,0,1,36,0,20,0,0,0,0,0,0,1,0,01 新北市,2 技職,25.0334487,121.4334756
1002,輔仁大學,P 進,B 學士,4063,1565,2498,430,613,362,560,330,575,290,540,0,0,0,0,0,0,153,210,01 新北市,1 一般,25.0334487,121.4334756
1003,東吳大學,D 日,D 博士,127,70,57,9,9,9,6,12,12,4,6,13,8,14,11,9,5,0,0,30 臺北市,1 一般,25.094415,121.545748
1003,東吳大學,D 日,M 碩士,1317,587,730,191,246,185,185,96,145,111,147,4,7,0,0,0,0,0,0,30 臺北市,1 一般,25.094415,121.545748
1003,東吳大學,D 日,B 學士,11851,4621,7230,1095,1745,1072,1709,1046,1732,1024,1603,98,142,0,0,0,0,286,299,30 臺北市,1 一般,25.094415,121.545748
1004,中原大學,D 日,D 博士,353,244,109,51,24,36,21,46,20,45,22,17,8,24,8,25,6,0,0,03 桃園市,1 一般,24.957537,121.2410215
1004,中原大學,D 日,M 碩士,1612,937,675,405,281,348,215,107,95,69,68,7,13,1,3,0,0,0,0,03 桃園市,1 一般,24.957537,121.2410215
1004,中原大學,D 日,B 學士,13658,7180,6478,1686,1630,1633,1530,1616,1511,1626,1471,82,80,0,0,0,0,537,256,03 桃園市,1 一般,24.957537,121.2410215
1004,中原大學,N 職,M 碩士,906,528,378,207,151,160,141,49,37,30,16,47,19,33,11,2,3,0,0,03 桃園市,1 一般,24.957537,121.2410215
1005,淡江大學,D 日,D 博士,374,257,117,47,24,38,17,41,18,33,19,36,11,35,17,27,11,0,0,01 新北市,1 一般,25.1740706,121.4473008
1005,淡江大學,D 日,M 碩士,1528,843,685,368,294,309,220,110,90,56,81,0,0,0,0,0,0,0,0,01 新北市,1 一般,25.1740706,121.4473008
1005,淡江大學,P 進,B 學士,1146,661,485,130,94,150,92,146,118,157,133,0,0,0,0,0,0,78,48,01 新北市,1 一般,25.1740706,121.4473008
1006,中國文化大學,D 日,D 博士,505,315,190,33,33,30,21,42,22,38,17,28,24,48,18,96,55,0,0,30 臺北市,1 一般,25.1359859,121.5389375
1006,中國文化大學,D 日,M 碩士,1582,838,744,208,232,180,173,142,119,117,93,87,79,104,48,0,0,0,0,30 臺北市,1 一般,25.1359859,121.5389375
1006,中國文化大學,D 日,B 學士,20203,10196,10007,2352,2210,2298,2271,2083,2261,2018,2260,28,20,0,0,0,0,1417,985,30 臺北市,1 一般,25.1359859,121.5389375
1006,中國文化大學,N 職,M 碩士,616,232,384,49,127,49,90,33,46,37,37,28,41,36,43,0,0,0,0,30 臺北市,1 一般,25.1359859,121.5389375
1006,中國文化大學,N 修,C 二技,159,60,99,0,0,0,0,23,40,28,45,7,13,0,0,0,0,2,1,30 臺北市,2 技職,25.1359859,121.5389375
1006,中國文化大學,P 進,B 學士,1438,607,831,149,192,100,157,142,197,108,174,0,0,0,0,0,0,108,111,30 臺北市,1 一般,25.1359859,121.5389375
1007,逢甲大學,D 日,D 博士,417,300,117,59,24,53,24,45,14,40,19,38,11,30,9,35,16,0,0,19 臺中市,1 一般,24.178824,120.6466926
1007,逢甲大學,D 日,M 碩士,1647,1078,569,528,321,395,184,96,32,57,32,1,0,1,0,0,0,0,0,19 臺中市,1 一般,24.178824,120.6466926
1007,逢甲大學,D 日,B 學士,17321,10121,7200,2388,1778,2354,1802,2427,1764,2366,1689,58,41,0,0,0,0,528,126,19 臺中市,1 一般,24.178824,120.6466926
1007,逢甲大學,N 職,M 碩士,1122,669,453,264,188,221,188,69,40,51,8,35,19,29,10,0,0,0,0,19 臺中市,1 一般,24.178824,120.6466926
1007,逢甲大學,P 進,B 學士,886,526,360,115,76,119,91,117,81,111,85,0,0,0,0,0,0,64,27,19 臺中市,1 一般,24.178824,120.6466926
1008,靜宜大學,D 日,D 博士,50,22,28,6,6,2,6,3,6,3,5,2,2,5,2,1,1,0,0,06 臺中市,1 一般,24.2258027,120.5771913
1008,靜宜大學,D 日,M 碩士,652,250,402,98,163,67,122,56,70,25,46,1,0,3,1,0,0,0,0,06 臺中市,1 一般,24.2258027,120.5771913
1008,靜宜大學,D 日,B 學士,11138,4339,6799,1068,1608,1053,1667,910,1651,928,1569,0,0,0,0,0,0,380,304,06 臺中市,1 一般,24.2258027,120.5771913
1008,靜宜大學,N 職,M 碩士,333,157,176,42,56,59,50,21,24,11,22,13,11,10,8,1,5,0,0,06 臺中市,1 一般,24.2258027,120.5771913
1,國立政治大學,D 日,D 博士,948,537,411,88,67,81,62,86,71,79,62,71,57,71,40,61,52,0,0,30 臺北市,1 一般,24.9861694,121.5771149
1,國立政治大學,D 日,M 碩士,3974,1828,2146,624,729,591,744,370,409,240,264,3,0,0,0,0,0,0,0,30 臺北市,1 一般,24.9861694,121.5771149
1,國立政治大學,D 日,B 學士,9556,3920,5636,900,1303,920,1270,900,1313,911,1327,0,0,0,0,0,0,289,423,30 臺北市,1 一般,24.9861694,121.5771149
1,國立政治大學,N 職,M 碩士,1632,779,853,227,294,239,214,152,191,88,89,72,65,1,0,0,0,0,0,30 臺北市,1 一般,24.9861694,121.5771149
2,國立清華大學,D 日,D 博士,1663,1192,471,248,114,193,77,205,76,174,72,112,47,95,31,165,54,0,0,18 新竹市,1 一般,24.7961217,120.9966699
2,國立清華大學,D 日,M 碩士,5570,3372,2198,1430,905,1313,731,404,292,216,222,9,26,0,21,0,1,0,0,18 新竹市,1 一般,24.7961217,120.9966699
2,國立清華大學,D 日,B 學士,8888,4883,4005,1267,999,1153,1016,1108,942,1074,865,0,0,0,0,0,0,281,183,18 新竹市,1 一般,24.7961217,120.9966699
2,國立清華大學,D 日,X 4+X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18 新竹市,1 一般,24.7961217,120.9966699
2,國立清華大學,N 職,M 碩士,1366,507,859,219,264,161,269,51,129,25,73,27,44,8,36,16,44,0,0,18 新竹市,1 一般,24.7961217,120.9966699
3,國立臺灣大學,D 日,D 博士,3666,2510,1156,516,261,459,199,400,166,298,158,283,132,229,97,325,143,0,0,30 臺北市,1 一般,25.0173405,121.5397518
3,國立臺灣大學,D 日,M 碩士,10720,6451,4269,2695,1691,2399,1529,869,592,488,457,0,0,0,0,0,0,0,0,30 臺北市,1 一般,25.0173405,121.5397518
3,國立臺灣大學,D 日,B 學士,16906,9525,7381,2198,1688,2093,1737,2088,1656,2052,1499,197,149,173,90,0,0,724,562,30 臺北市,1 一般,25.0173405,121.5397518
3,國立臺灣大學,N 職,M 碩士,1631,1009,622,351,231,353,227,149,100,65,30,36,9,55,25,0,0,0,0,30 臺北市,1 一般,25.0173405,121.5397518
4,國立臺灣師範大學,D 日,D 博士,1358,619,739,125,113,91,127,91,105,76,104,99,106,69,95,68,89,0,0,30 臺北市,3 師範,25.0261538,121.5274867
1005,淡江大學,D 日,B 學士,20763,10875,9888,2676,2391,2625,2349,2491,2427,2351,2348,37,26,0,0,0,0,695,347,01 新北市,1 一般,25.1740706,121.4473008
1054,景文科技大學,D 日,M 碩士,18,13,5,0,0,9,4,2,1,2,0,0,0,0,0,0,0,0,0,01 新北市,2 技職,24.952911,121.509176
1054,景文科技大學,D 日,B 四技,4646,2066,2580,404,513,451,557,535,758,516,647,0,0,0,0,0,0,160,105,01 新北市,2 技職,24.952911,121.509176
1054,景文科技大學,D 日,C 二技,21,12,9,0,0,0,0,10,7,2,2,0,0,0,0,0,0,0,0,01 新北市,2 技職,24.952911,121.509176
1054,景文科技大學,N 職,M 碩士,47,32,15,22,12,6,3,1,0,3,0,0,0,0,0,0,0,0,0,01 新北市,2 技職,24.952911,121.509176
1054,景文科技大學,N 修,B 四技,755,397,358,94,78,57,47,107,97,112,111,0,0,0,0,0,0,27,25,01 新北市,2 技職,24.952911,121.509176
1054,景文科技大學,N 修,C 二技,294,141,153,0,0,0,0,86,71,49,79,0,0,0,0,0,0,6,3,01 新北市,2 技職,24.952911,121.509176
1054,景文科技大學,N 修,2 二專,122,71,51,31,24,37,25,0,0,0,0,0,0,0,0,0,0,3,2,01 新北市,2 技職,24.952911,121.509176
1055,中華醫事科技大學,D 日,M 碩士,91,42,49,18,24,20,18,3,5,1,2,0,0,0,0,0,0,0,0,11 臺南市,2 技職,22.9608918,120.2436327
1055,中華醫事科技大學,D 日,B 四技,3036,1107,1929,194,392,236,407,228,524,387,555,0,0,0,0,0,0,62,51,11 臺南市,2 技職,22.9608918,120.2436327
1055,中華醫事科技大學,D 日,C 二技,853,196,657,0,0,0,0,84,341,109,309,0,0,0,0,0,0,3,7,11 臺南市,2 技職,22.9608918,120.2436327
1055,中華醫事科技大學,D 日,2 二專,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11 臺南市,2 技職,22.9608918,120.2436327
1055,中華醫事科技大學,D 日,5 五專,3147,702,2445,143,493,163,546,135,481,127,439,112,454,0,0,0,0,22,32,11 臺南市,2 技職,22.9608918,120.2436327
1055,中華醫事科技大學,N 職,M 碩士,23,12,11,3,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職,22.9608918,120.2436327
1055,中華醫事科技大學,N 修,B 四技,554,241,313,70,89,44,58,61,74,47,72,0,0,0,0,0,0,19,20,11 臺南市,2 技職,22.9608918,120.2436327
1055,中華醫事科技大學,N 修,C 二技,725,196,529,0,0,0,0,103,287,85,231,0,0,0,0,0,0,8,11,11 臺南市,2 技職,22.9608918,120.2436327
1055,中華醫事科技大學,N 修,2 二專,81,42,39,21,20,21,19,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職,22.9608918,120.2436327
1056,東南科技大學,D 日,M 碩士,127,80,47,31,22,36,20,9,4,4,1,0,0,0,0,0,0,0,0,01 新北市,2 技職,25.0034002,121.6044633
1056,東南科技大學,D 日,B 四技,4050,2616,1434,534,336,548,313,689,365,720,359,0,0,0,0,0,0,125,61,01 新北市,2 技職,25.0034002,121.6044633
1056,東南科技大學,N 職,M 碩士,48,42,6,26,1,15,4,0,1,1,0,0,0,0,0,0,0,0,0,01 新北市,2 技職,25.0034002,121.6044633
1056,東南科技大學,N 修,B 四技,625,461,164,107,52,78,34,133,33,115,39,0,0,0,0,0,0,28,6,01 新北市,2 技職,25.0034002,121.6044633
1057,德明財經科技大學,D 日,M 碩士,42,23,19,10,8,2,5,2,0,9,6,0,0,0,0,0,0,0,0,30 臺北市,2 技職,25.0865509,121.5654923
1057,德明財經科技大學,D 日,B 四技,6585,2806,3779,569,786,613,772,663,972,662,978,0,0,0,0,0,0,299,271,30 臺北市,2 技職,25.0865509,121.5654923
1057,德明財經科技大學,D 日,C 二技,106,34,72,0,0,0,0,22,30,10,42,0,0,0,0,0,0,2,0,30 臺北市,2 技職,25.0865509,121.5654923
1057,德明財經科技大學,N 職,M 碩士,26,15,11,3,4,6,5,2,1,1,1,1,0,2,0,0,0,0,0,30 臺北市,2 技職,25.0865509,121.5654923
1057,德明財經科技大學,N 修,B 四技,414,224,190,40,39,46,35,52,51,50,44,0,0,0,0,0,0,36,21,30 臺北市,2 技職,25.0865509,121.5654923
1057,德明財經科技大學,N 修,C 二技,119,46,73,0,0,0,0,17,35,28,37,0,0,0,0,0,0,1,1,30 臺北市,2 技職,25.0865509,121.5654923
1058,明道大學,D 日,D 博士,32,19,13,4,1,1,4,6,1,3,3,1,2,2,2,2,0,0,0,07 彰化縣,1 一般,23.8681411,120.4949742
1058,明道大學,D 日,M 碩士,148,80,68,21,29,31,19,17,13,10,6,1,1,0,0,0,0,0,0,07 彰化縣,1 一般,23.8681411,120.4949742
1058,明道大學,D 日,B 學士,1324,750,574,66,75,113,116,223,172,292,182,0,0,0,0,0,0,56,29,07 彰化縣,1 一般,23.8681411,120.4949742
1058,明道大學,N 職,M 碩士,53,24,29,13,19,7,7,2,3,2,0,0,0,0,0,0,0,0,0,07 彰化縣,1 一般,23.8681411,120.4949742
1058,明道大學,P 進,B 學士,456,307,149,63,28,72,20,71,37,91,58,0,0,0,0,0,0,10,6,07 彰化縣,1 一般,23.8681411,120.4949742
1060,南開科技大學,D 日,M 碩士,77,41,36,17,15,15,16,6,3,3,2,0,0,0,0,0,0,0,0,08 南投縣,2 技職,23.9792331,120.696843
1060,南開科技大學,D 日,B 四技,1790,1213,577,171,84,261,95,295,159,405,209,0,0,0,0,0,0,81,30,08 南投縣,2 技職,23.9792331,120.696843
1060,南開科技大學,D 日,5 五專,415,353,62,50,6,67,8,63,15,76,18,89,14,0,0,0,0,8,1,08 南投縣,2 技職,23.9792331,120.696843
1060,南開科技大學,N 職,M 碩士,67,23,44,9,21,10,17,2,3,2,3,0,0,0,0,0,0,0,0,08 南投縣,2 技職,23.9792331,120.696843
1060,南開科技大學,N 修,B 四技,632,443,189,107,33,87,40,114,51,102,55,0,0,0,0,0,0,33,10,08 南投縣,2 技職,23.9792331,120.696843
1060,南開科技大學,N 修,C 二技,190,86,104,0,0,0,0,51,52,34,52,0,0,0,0,0,0,1,0,08 南投縣,2 技職,23.9792331,120.696843
1060,南開科技大學,N 修,2 二專,64,39,25,20,12,18,13,0,0,0,0,0,0,0,0,0,0,1,0,08 南投縣,2 技職,23.9792331,120.696843
1061,中華科技大學,D 日,M 碩士,206,141,65,66,35,68,29,6,1,1,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職,25.0336217,121.6099098
1061,中華科技大學,D 日,B 四技,2838,1998,840,368,173,425,162,545,227,520,235,0,0,0,0,0,0,140,43,30 臺北市,2 技職,25.0336217,121.6099098
1061,中華科技大學,D 日,C 二技,41,5,36,0,0,0,0,2,33,3,3,0,0,0,0,0,0,0,0,30 臺北市,2 技職,25.0336217,121.6099098
1061,中華科技大學,N 職,M 碩士,129,105,24,38,15,57,7,9,2,0,0,1,0,0,0,0,0,0,0,30 臺北市,2 技職,25.0336217,121.6099098
1069,修平科技大學,N 職,M 碩士,40,31,9,22,7,8,2,1,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職,24.0953128,120.7138722
1069,修平科技大學,N 修,B 四技,1387,1275,112,345,27,293,29,276,27,318,24,0,0,0,0,0,0,43,5,06 臺中市,2 技職,24.0953128,120.7138722
1069,修平科技大學,N 修,C 二技,684,473,211,0,0,0,0,249,117,220,93,0,0,0,0,0,0,4,1,06 臺中市,2 技職,24.0953128,120.7138722
1069,修平科技大學,N 修,2 二專,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,06 臺中市,2 技職,24.0953128,120.7138722
1070,長庚科技大學,D 日,M 碩士,71,7,64,4,25,2,22,1,16,0,1,0,0,0,0,0,0,0,0,03 桃園市,2 技職,25.0309866,121.3901211
1070,長庚科技大學,D 日,B 四技,3504,470,3034,133,759,112,758,104,753,119,749,0,0,0,0,0,0,2,15,03 桃園市,2 技職,25.0309866,121.3901211
1070,長庚科技大學,D 日,C 二技,1475,110,1365,0,0,0,0,58,669,52,694,0,0,0,0,0,0,0,2,03 桃園市,2 技職,25.0309866,121.3901211
1070,長庚科技大學,N 職,M 碩士,150,3,147,1,43,0,39,0,34,1,20,0,8,0,3,1,0,0,0,03 桃園市,2 技職,25.0309866,121.3901211
1070,長庚科技大學,N 修,C 二技,1197,88,1109,0,0,0,0,49,568,39,522,0,14,0,0,0,0,0,5,03 桃園市,2 技職,25.0309866,121.3901211
1071,臺北城市科技大學,D 日,M 碩士,87,66,21,26,10,27,6,7,1,6,4,0,0,0,0,0,0,0,0,30 臺北市,2 技職,25.133617,121.468879
1071,臺北城市科技大學,D 日,B 四技,6813,4329,2484,956,533,950,542,1043,638,988,609,0,0,0,0,0,0,392,162,30 臺北市,2 技職,25.133617,121.468879
1071,臺北城市科技大學,D 日,C 二技,8,5,3,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職,25.133617,121.468879
1071,臺北城市科技大學,D 日,5 五專,933,603,330,108,57,107,62,130,79,117,77,113,47,0,0,0,0,28,8,30 臺北市,2 技職,25.133617,121.468879
1071,臺北城市科技大學,N 修,B 四技,744,583,161,182,44,138,36,138,41,98,34,0,0,0,0,0,0,27,6,30 臺北市,2 技職,25.133617,121.468879
1071,臺北城市科技大學,N 修,C 二技,500,260,240,0,0,0,0,130,130,119,103,0,0,0,0,0,0,11,7,30 臺北市,2 技職,25.133617,121.468879
1071,臺北城市科技大學,N 修,2 二專,374,174,200,102,96,65,91,0,0,0,0,0,0,0,0,0,0,7,13,30 臺北市,2 技職,25.133617,121.468879
1072,敏實科技大學,D 日,B 四技,262,197,65,62,15,72,6,18,15,22,18,0,0,0,0,0,0,23,11,04 新竹縣,2 技職,24.7775247,121.0900718
1072,敏實科技大學,D 日,5 五專,203,106,97,8,8,9,12,13,19,18,15,50,32,0,0,0,0,8,11,04 新竹縣,2 技職,24.7775247,121.0900718
1072,敏實科技大學,N 修,B 四技,114,61,53,8,13,10,8,10,8,25,16,0,0,0,0,0,0,8,8,04 新竹縣,2 技職,24.7775247,121.0900718
1073,醒吾科技大學,D 日,M 碩士,65,27,38,17,16,5,15,5,7,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職,25.0803455,121.3976927
1073,醒吾科技大學,D 日,B 四技,5751,2559,3192,602,836,674,771,550,714,585,744,0,0,0,0,0,0,148,127,01 新北市,2 技職,25.0803455,121.3976927
1073,醒吾科技大學,D 日,C 二技,22,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,01 新北市,2 技職,25.0803455,121.3976927
1073,醒吾科技大學,D 日,5 五專,333,127,206,17,17,19,31,30,41,28,60,29,56,0,0,0,0,4,1,01 新北市,2 技職,25.0803455,121.3976927
1073,醒吾科技大學,N 職,M 碩士,73,41,32,12,11,7,7,2,6,10,4,3,4,7,0,0,0,0,0,01 新北市,2 技職,25.0803455,121.3976927
1073,醒吾科技大學,N 修,B 四技,706,303,403,107,105,39,38,61,72,77,164,0,0,0,0,0,0,19,24,01 新北市,2 技職,25.0803455,121.3976927
1073,醒吾科技大學,N 修,C 二技,444,190,254,0,0,0,0,91,116,90,132,0,0,0,0,0,0,9,6,01 新北市,2 技職,25.0803455,121.3976927
1073,醒吾科技大學,N 修,2 二專,123,59,64,17,12,35,50,0,0,0,0,0,0,0,0,0,0,7,2,01 新北市,2 技職,25.0803455,121.3976927
1075,文藻外語大學,D 日,M 碩士,221,54,167,22,53,12,44,12,29,7,35,1,6,0,0,0,0,0,0,50 高雄市,2 技職,22.6703488,120.3191403
1075,文藻外語大學,D 日,B 四技,4829,1408,3421,309,759,339,756,323,856,343,839,0,0,0,0,0,0,94,211,50 高雄市,2 技職,22.6703488,120.3191403
1075,文藻外語大學,D 日,C 二技,219,41,178,0,0,0,0,13,57,22,82,0,0,0,0,0,0,6,39,50 高雄市,2 技職,22.6703488,120.3191403
1075,文藻外語大學,D 日,5 五專,1698,290,1408,75,339,63,294,58,299,48,225,39,226,0,0,0,0,7,25,50 高雄市,2 技職,22.6703488,120.3191403
1075,文藻外語大學,N 職,M 碩士,52,15,37,5,12,4,9,1,9,1,5,0,2,3,0,1,0,0,0,50 高雄市,2 技職,22.6703488,120.3191403
1075,文藻外語大學,N 修,B 四技,1518,573,945,116,168,134,195,125,216,128,217,0,0,0,0,0,0,70,149,50 高雄市,2 技職,22.6703488,120.3191403
1075,文藻外語大學,N 修,C 二技,146,32,114,0,0,0,0,11,48,18,45,0,0,0,0,0,0,3,21,50 高雄市,2 技職,22.6703488,120.3191403
